Название,Продолжительность,movies_duration
6 дней,"Six Days Seven Nights, 102 мин",102
За вратами,"Beyond the Gates, 84 мин",84
Пункт назначения,"Kereta Berdarah, 103 мин",103
Красавица и чудовище,"Beauty and the Beast, 129 мин",129
У Вечного огня,"Tout feu tout flamme, 108 мин",108
Путеводная звезда,"The Star, 86 мин",86
Венера в мехах,"La Vénus à la fourrure, 96 мин",96
Ехали два шофера,78 мин,78
Приключения Паддингтона,"Paddington, 95 мин",95
Змея из Алабамы,"Alabama Snake (II), 85 мин",85
Люди Икс: Тёмный Феникс,"Dark Phoenix, 113 мин",113
Астерикс и Обеликс: Миссия Клеопатра,"Astérix & Obélix: Mission Cléopâtre, 107 мин",107
Баламут,85 мин,85
Тропа смерти,"The Long Dark Trail, 79 мин",79
Никто не знает про секс 2,95 мин,95
Ограбление века,"The Hatton Garden Job, 93 мин",93
Гномы в доме,"Gnome Alone, 85 мин",85
Между небом и землёй,"Just Like Heaven, 95 мин",95
Руд и Сэм,95 мин,95
Пришельцы в доме,"Luis and His Friends from Outer Space, 86 мин",86
Кочегар,87 мин,87
Лето. Одноклассники. Любовь,"LOL, 97 мин",97
Большой куш,"Snatch, 104 мин",104
Тринадцать друзей Оушена,"Ocean's Thirteen, 122 мин",122
Прослушка,"The Wire, 60 мин",60
Лак для волос,"Hairspray, 117 мин",117
Дежавю,"Deja Vu, 126 мин",126
Конченая,"Terminal, 92 мин",92
Маленький убийца,"Little Murder, 98 мин",98
Сити Айленд,"City Island, 104 мин",104
Стражи Арктики,"Arctic Justice, 92 мин",92
Все деньги мира,"All the Money in the World, 132 мин",132
Служебный роман,159 мин,159
Бердэн,"Burden, 117 мин",117
Судная ночь,"The Purge, 85 мин",85
Средний палец,"The Middle Finger, 83 мин",83
Любовь по рецепту и без,"Better Living Through Chemistry, 92 мин",92
Три дня до весны,103 мин,103
Как поймать перо Жар-Птицы,80 мин,80
Ад по соседству,"1BR, 90 мин",90
Скачки,77 мин,77
Прогулка,"The Walk, 123 мин",123
Тринадцать душ,"Diggerz: Black Lung Rises, 117 мин",117
Маленький принц,"Le Petit Prince, 108 мин",108
Михайло Ломоносов,72 мин,72
Талантливый мистер Рипли,"The Talented Mr. Ripley, 139 мин",139
Планета 51,"Planet 51, 91 мин",91
В чужом ряду,"Changing Lanes, 98 мин",98
Прислуга,"The Help, 146 мин",146
Цвет из иных миров,"Color Out of Space, 111 мин",111
За ними была Москва,52 мин,52
Белая мгла,"Whiteout, 101 мин",101
Звонок 2,"The Ring Two, 110 мин",110
Алоха,"Aloha, 105 мин",105
Приключения рыбок: морские коньки,"Fishtales: Sea Horses, 80 мин",80
Смурфики,"The Smurfs, 103 мин",103
Смотритель маяка,50 мин,50
Воля вселенной,70 мин,70
Недруги,"Hostiles, 134 мин",134
Четыре комнаты,"Four Rooms, 98 мин",98
Дунай,108 мин,108
Совсем пропащий,93 мин,93
Терминал,"The Terminal, 124 мин",124
Соленый пес,74 мин,74
Горько! 2,96 мин,96
Мать моей девушки 6,"Baby Reindeer, 30 мин",30
Роль,132 мин,132
Серпико,"Serpico, 130 мин",130
Дружба,45 мин,45
Мама,"Mama, 100 мин",100
Белый парень Рик,"White Boy Rick, 111 мин",111
Чёрная Пантера 2,"Black Panther: Wakanda Forever, 161 мин",161
Здравствуй и прощай,95 мин,95
Иллюзия обмана,"Now You See Me, 115 мин",115
Испорченная Ангелом,95 мин,95
Хранители,"Watchmen, 162 мин",162
Джон Кью,"John Q, 116 мин",116
"Мио, мой Мио","Mio min Mio, 99 мин",99
Эдвард Руки-ножницы,"Edward Scissorhands, 105 мин",105
Орлеан,110 мин,110
Красный Дракон,"Red Dragon, 124 мин",124
Зодиак,"Zodiac, 158 мин",158
Проклятый сезон,"Dark Blue, 113 мин",113
Нерожденный,"The Unborn, 88 мин",88
Паранормальное явление 5: Призраки,"Paranormal Activity: The Ghost Dimension, 88 мин",88
Лучшее предложение,"La migliore offerta, 131 мин",131
Рестлер,"The Wrestler, 105 мин",105
Давай знакомиться. Кино,"Hello Ladies: The Movie, 85 мин",85
PREMIER,"De Premier, 102 мин",102
Дом на воде,"Houseboat Horror, 85 мин",85
Оно,"IT, 135 мин",135
Дом,"House of the Dragon, 60 мин",60
Школьный вальс,96 мин,96
Верю в любовь,"I Still Believe, 115 мин",115
История одной аварии,50 мин,50
Большие надежды,52 мин,52
Осада,"Gau lung sing zaai wai sing, 126 мин",126
Кошки против собак,"Cats & Dogs, 87 мин",87
Цвета рая,"Rang-e khoda, 90 мин",90
Круиз по джунглям,"Jungle Cruise, 127 мин",127
Ночь,"Night at the Museum, 108 мин",108
"Свой среди чужих, чужой среди своих",93 мин,93
Девушка моего лучшего друга,"My Best Friend's Girl, 101 мин",101
Под откос,"Downhill, 86 мин",86
Я объявляю вам войну,88 мин,88
Икс,"Ekkusu, 24 мин",24
Девушка без комплексов,"Trainwreck, 124 мин",124
Бекки,"Becky, 93 мин",93
Эспен в королевстве троллей,"Askeladden: I Dovregubbens hall, 104 мин",104
Бей первой!,52 мин,52
Король сафари,"Khumba, 85 мин",85
В блюзе только Бесси,"Bessie, 115 мин",115
ПираМММида,105 мин,105
Последний день Земли,"Survivre, 90 мин",90
"Прощай, любимый!",50 мин,50
Не может быть!,92 мин,92
Как я стал русским,100 мин,100
Небеса подождут,52 мин,52
Афера под прикрытием,"The Infiltrator, 127 мин",127
Француз,"The Eagle Path, 108 мин",108
Отмороженные,24 мин,24
Приз с последствиями,"Only the Brave, 99 мин",99
Наркоз,"Awake, 84 мин",84
Игра на выживание,53 мин,53
Вы не знаете Джека,"You Don't Know Jack, 134 мин",134
В центре внимания,"Spotlight, 129 мин",129
Душевные болезни,"Maladies, 96 мин",96
Красный Элвис,"Red Elvis: The Cold War Cowboy, 91 мин",91
Превосходство,"Transcendence, 119 мин",119
Шакал,50 мин,50
Серена,"Serena, 109 мин",109
Бриллиантовая рука,94 мин,94
Песенка продавца,127 мин,127
Остров проклятых,"Shutter Island, 138 мин",138
Королевство,"Moonrise Kingdom, 90 мин",90
Девушки из соц сетей,"The Social Network, 120 мин",120
Стритрейсеры,109 мин,109
Последние любовники,"Porto, 76 мин",76
Мы из джаза,89 мин,89
Поклонник,"The Boy Next Door, 90 мин",90
Властелин колец: Две крепости,"The Lord of the Rings: The Two Towers, 179 мин",179
Хороший мальчик,95 мин,95
Лицо со шрамом,"Scarface, 170 мин",170
Заговорщица,"The Conspirator, 123 мин",123
Продлить молодость,47 мин,47
Посмешище,"Ridicule, 5 мин",5
Пи,50 мин,50
Эван Всемогущий,"Evan Almighty, 96 мин",96
Сила стихии,"Force of Nature, 91 мин",91
Влюбиться в невесту брата,"Dan in Real Life, 98 мин",98
Роковое искушение,"The Beguiled, 93 мин",93
Звериный отряд,"Cuccioli: Il Paese del Vento, 80 мин",80
Омега-3,"Alpha and Omega 3: The Great Wolf Games, 45 мин",45
Человек-муравей,"Ant-Man, 117 мин",117
Лес призраков,"The Forest, 93 мин",93
Выпуск 13,59 мин,59
Слепые пятна,"Blindspotting, 95 мин",95
Нас не догонишь,90 мин,90
Мосты округа Мэдисон,"The Bridges of Madison County, 135 мин",135
Вспомнить всё,"Total Recall, 113 мин",113
Колесо чудес,"Wonder Wheel, 101 мин",101
Танец с саблями,93 мин,93
Сильва,147 мин,147
Гайд-Парк на Гудзоне,"Hyde Park on Hudson, 94 мин",94
Майами. Исповедь,"The Infernal Comedy: Confessions of a Serial Killer, 102 мин",102
История камчатского сноубординга,63 мин,63
Звёздный путь 5: Последний рубеж,"Star Trek V: The Final Frontier, 107 мин",107
Основной инстинкт 2,"Basic Instinct 2, 114 мин",114
Подмена,"Changeling, 141 мин",141
Доктор Дулиттл,"Doctor Dolittle, 85 мин",85
Теплые источники,"Warm Springs, 121 мин",121
Руками,68 мин,68
10 минут спустя,"10 Minutes Gone, 89 мин",89
Лес самоубийц,"The Sea of Trees, 110 мин",110
Суперзвезда,"Raise Your Voice, 107 мин",107
Кома,144 мин,144
Королева,"Nunmului yeowang, 70 мин",70
Спокойный день в конце войны,38 мин,38
Ключ времени,90 мин,90
Человек-паук 2,"Spider-Man 2, 127 мин",127
Гравитация,"Gravity, 90 мин",90
Плейбой под прикрытием,"Nicky Larson et le parfum de Cupidon, 91 мин",91
Ограбление по-итальянски,"The Italian Job, 111 мин",111
Тайны прошлого,"House of D, 97 мин",97
Битва за землю,"Captive State, 109 мин",109
Детские ботинки,"Miss Peregrine's Home for Peculiar Children, 127 мин",127
Меченосец,108 мин,108
Не бойся темноты,"Don't Be Afraid of the Dark, 99 мин",99
На войне как на войне,90 мин,90
